NumShrinks,loss_pol_surr,loss_pol_klpen,loss_pol_entpen,loss_vf_loss,loss_kl,loss_ent,ev_tdlam_before,EpRewMean,EpLenMean,EpThisIter,EpisodesSoFar,TimestepsSoFar,TimeElapsed
1,-0.0471935591049,3.57215978397e-05,0.0,0.463056770153,0.0238143981551,4.87575340271,0.0309273600578,295.290546502,335.227272727,22.0,22.0,7375.0,3.525963306427002
1,-0.0472600033536,4.68215684748e-05,0.0,0.45031123003,0.0208095869457,4.87575340271,0.579161167145,258.62526463,282.857142857,28.0,50.0,15295.0,6.935845375061035
1,-0.0444563923229,0.000100844711653,0.0,0.377613973105,0.0298799158481,4.87575340271,0.423009216785,285.431453441,385.272727273,22.0,72.0,23771.0,10.54977011680603
1,-0.0471848621964,0.000109960104567,0.0,0.30993032502,0.0217205143272,4.87575340271,0.635038524866,186.137511232,350.541666667,24.0,96.0,32184.0,13.999075412750244
1,-0.0515041314939,0.00014502781346,0.0,0.269381758291,0.0190983129287,4.87575340271,0.673598796129,372.644384069,366.095238095,21.0,117.0,39872.0,17.60884952545166
1,-0.0503630535968,0.000115366540626,0.0,0.239918853622,0.0151923016383,4.87575340271,0.762377649546,282.443095745,328.153846154,26.0,143.0,48404.0,21.180633068084717
1,-0.0497579964285,9.7339589388e-05,0.0,0.218794519315,0.0128183821071,4.87575340271,0.772566542029,373.159460341,338.181818182,22.0,165.0,55844.0,24.17283797264099
1,-0.0443601083825,0.000224923673613,0.0,0.372597549576,0.0197463865188,4.87575340271,0.495666742325,208.307313212,296.333333333,30.0,195.0,64734.0,27.3399338722229
1,-0.0487688531866,0.000168045852547,0.0,0.24366894993,0.0147529971873,4.87575340271,0.721004724503,326.700982147,321.625,24.0,219.0,72453.0,30.38183856010437
1,-0.0468790021405,0.000343729791666,0.0,0.258630881086,0.0201177033305,4.87575340271,0.696074992418,259.945246158,321.166666667,24.0,243.0,80161.0,33.892197370529175
1,-0.0487491415988,0.0004038721504,0.0,0.234844594845,0.0157584636763,4.87575340271,0.76423484087,200.12646508,292.310344828,29.0,272.0,88638.0,37.31418800354004
1,-0.0503905524965,0.000378623149118,0.0,0.224820797099,0.0147732868209,4.87575340271,0.734198361635,348.214958882,390.333333333,24.0,296.0,98006.0,39.95647835731506
1,-0.044157789147,0.000992937361843,0.0,0.211602952564,0.0258285810851,4.87575340271,0.719502985477,275.292787492,330.545454545,22.0,318.0,105278.0,42.72367572784424
1,-0.0492516056838,0.000498748267546,0.0,0.205862296163,0.0129735879309,4.87575340271,0.666926264763,407.21686545,425.947368421,19.0,337.0,113371.0,46.600550174713135
1,-0.051364167477,0.000528767453943,0.0,0.169310299098,0.0137544558966,4.87575340271,0.766916155815,335.361633266,352.625,24.0,361.0,121834.0,49.52163362503052
1,-0.041138870336,0.00139645448962,0.0,0.311995802214,0.0242166589596,4.87575340271,0.60744124651,222.567486822,347.666666667,24.0,385.0,130178.0,52.67600870132446
1,-0.0463414598926,0.000805793825748,0.0,0.234577343566,0.0139736986312,4.87575340271,0.743597894907,250.386724164,308.833333333,24.0,409.0,137590.0,55.73131275177002
1,-0.0474169073859,0.000716713450856,0.0,0.255044418387,0.0124289085943,4.87575340271,0.745612680912,331.03386362,324.034482759,29.0,438.0,146987.0,58.87815046310425
1,-0.0495611570514,0.000729809939457,0.0,0.213078046683,0.0126560217323,4.87575340271,0.621088385582,262.300525324,322.363636364,22.0,460.0,154079.0,61.82025146484375
1,-0.0511683104123,0.00063182664735,0.0,0.217617998365,0.0109568414919,4.87575340271,0.792220979929,216.694218237,283.484848485,33.0,493.0,163434.0,64.77070736885071
1,-0.0512278774549,0.000818729992716,0.0,0.195778523339,0.0141980316985,4.87575340271,0.797492980957,204.911599229,306.043478261,23.0,516.0,170473.0,67.66820931434631
1,-0.0514896068053,0.000755662785195,0.0,0.202970446786,0.0131043496949,4.87575340271,0.458757281303,306.025243441,395.714285714,21.0,537.0,178783.0,70.87787079811096
1,-0.0479883316002,0.000696105159022,0.0,0.181366364937,0.012071529236,4.87575340271,0.793621242046,508.623072525,450.111111111,18.0,555.0,186885.0,73.59088587760925
1,-0.0446216136334,0.000839667105538,0.0,0.264186447021,0.0145611132466,4.87575340271,0.735058695078,203.636709525,332.615384615,26.0,581.0,195533.0,76.6274790763855
1,-0.0499819300239,0.000712957867108,0.0,0.201047369977,0.0123637809738,4.87575340271,0.766403242946,322.012998046,389.65,20.0,601.0,203326.0,79.87500739097595
1,-0.0489361181826,0.000805277572908,0.0,0.220756130759,0.0139647460601,4.87575340271,0.775687083602,287.008992032,371.173913043,23.0,624.0,211863.0,85.10131072998047
1,-0.0488342911849,0.000747084881368,0.0,0.240281046485,0.0129555956373,4.87575340271,0.683989346027,260.002410833,371.130434783,23.0,647.0,220399.0,89.17710614204407
1,-0.0476644001756,0.000778853561314,0.0,0.241713631665,0.0135065132636,4.87575340271,0.712070584297,234.579669782,323.16,25.0,672.0,228478.0,93.28813457489014
1,-0.0439499270869,0.000888894573109,0.0,0.210471357801,0.0154147928988,4.87575340271,0.741489946842,264.729454413,341.739130435,23.0,695.0,236338.0,97.37851738929749
1,-0.0436300458532,0.000778297191573,0.0,0.278051060624,0.0134968648781,4.87575340271,0.823251649737,290.717458281,309.888888889,27.0,722.0,244705.0,101.22407555580139
1,-0.0517243591457,0.000865617342242,0.0,0.160855283611,0.0150111300754,4.87575340271,0.772105455399,238.094683637,379.304347826,23.0,745.0,253429.0,105.0126621723175
