NumShrinks,loss_pol_surr,loss_pol_klpen,loss_pol_entpen,loss_vf_loss,loss_kl,loss_ent,ev_tdlam_before,EpRewMean,EpLenMean,EpThisIter,EpisodesSoFar,TimestepsSoFar,TimeElapsed
0,-0.0215125540853,8.91149402094e-06,0.0,0.582194106188,0.00891149364179,4.87575340271,-6.27040863037e-05,-205.084833955,18.7898383372,433.0,433.0,8136.0,3.8833537101745605
0,-0.0236052773398,7.86911174799e-06,0.0,0.495567508973,0.0118036667118,4.87575340271,0.378241181374,-160.860203258,19.6133651551,419.0,852.0,16354.0,7.730897903442383
0,-0.022383804433,4.62270372736e-06,0.0,0.342414283659,0.0104010825889,4.87575340271,0.403981387615,-125.623358923,20.1259259259,405.0,1257.0,24505.0,11.586612939834595
0,-0.0214807510638,2.28323764162e-06,0.0,0.22871746216,0.00770592646586,4.87575340271,0.454438209534,-93.5830885417,20.7146464646,396.0,1653.0,32708.0,15.420497417449951
0,-0.0229331054143,2.55887247747e-06,0.0,0.207583282143,0.0129542905925,4.87575340271,0.28847438097,-86.1554653919,21.0976863753,389.0,2042.0,40915.0,19.087320566177368
0,-0.0227181547125,9.88629362375e-07,0.0,0.156482642051,0.00750740372314,4.87575340271,0.571763545275,-74.4782239616,20.893129771,393.0,2435.0,49126.0,22.94360089302063
0,-0.0261629207525,9.45238594952e-07,0.0,0.128713746672,0.00945238617714,4.87575340271,0.635536938906,-67.2867369278,22.2307692308,364.0,2799.0,57218.0,26.837791442871094
0,-0.0284731031716,1.04719784488e-06,0.0,0.0732647544937,0.0104719786323,4.87575340271,0.708233326674,-58.9607477869,21.8654353562,379.0,3178.0,65505.0,30.636150121688843
0,-0.0295142680116,8.58859606545e-07,0.0,0.0639665051131,0.00858859630534,4.87575340271,0.694420844316,-52.3474571096,21.9919137466,371.0,3549.0,73664.0,34.632901668548584
0,-0.0295021029451,1.04067853091e-06,0.0,0.0566911502392,0.0104067855864,4.87575340271,0.811630189419,-39.7478618345,22.456043956,364.0,3913.0,81838.0,38.60949730873108
0,-0.0259181366273,1.59133612598e-06,0.0,0.0509572783194,0.015913361698,4.87575340271,0.834607049823,-37.8511040543,23.2542372881,354.0,4267.0,90070.0,42.556745529174805
0,-0.0245794908478,1.80302208541e-06,0.0,0.0538066274312,0.0180302212539,4.87575340271,0.79389218986,-34.4359020686,22.8156424581,358.0,4625.0,98238.0,46.26809287071228
0,-0.0317740529863,1.20833127681e-06,0.0,0.0467315693386,0.0120833131223,4.87575340271,0.854579657316,-22.7008871477,24.6204819277,332.0,4957.0,106412.0,50.028157234191895
0,-0.0331044144405,9.97581400597e-07,0.0,0.0431460451218,0.00997581421689,4.87575340271,0.888469211757,-23.6249183565,25.450617284,324.0,5281.0,114658.0,54.56719756126404
0,-0.0282437164424,1.6469604347e-06,0.0,0.0460013051343,0.0164696047286,4.87575340271,0.882420785725,-22.3161816773,25.0519877676,327.0,5608.0,122850.0,58.303303480148315
0,-0.028341398167,1.59011478829e-06,0.0,0.0523293102742,0.0159011482465,4.87575340271,0.905816398561,-12.5792268197,25.2546583851,322.0,5930.0,130982.0,62.07929968833923
0,-0.0343150587942,1.32683815224e-06,0.0,0.0462940935686,0.0132683818665,4.87575340271,0.897815480828,-16.1165975865,24.494047619,336.0,6266.0,139212.0,65.49738144874573
0,-0.0331386708422,1.14090770786e-06,0.0,0.0476631008787,0.0114090773423,4.87575340271,0.872976586223,-8.4569161387,25.2092307692,325.0,6591.0,147405.0,69.07411575317383
0,-0.0334506111103,9.97428442062e-07,0.0,0.047877566074,0.00997428459232,4.87575340271,0.892922103405,-2.97638906876,24.9024390244,328.0,6919.0,155573.0,73.03861784934998
0,-0.0281386865681,1.33721594864e-06,0.0,0.0621885545552,0.0133721598395,4.87575340271,0.853944867849,-6.47276514435,23.7832369942,346.0,7265.0,163802.0,76.69189023971558
0,-0.0336663804483,1.38904487734e-06,0.0,0.042516070971,0.0138904491323,4.87575340271,0.914437942207,-1.36043538013,26.03514377,313.0,7578.0,171951.0,80.44409012794495
0,-0.0307279981498,1.2670927223e-06,0.0,0.0541969214391,0.0126709274919,4.87575340271,0.905918046832,3.04117745392,25.60625,320.0,7898.0,180145.0,83.99171757698059
0,-0.0302713553247,1.06991896587e-06,0.0,0.0544051243924,0.0106991898938,4.87575340271,0.834034264088,0.791055646637,25.3507692308,325.0,8223.0,188384.0,87.70071625709534
0,-0.0312039493438,1.33660174839e-06,0.0,0.0571694154351,0.0133660178399,4.87575340271,0.903568580747,0.0737185414095,25.4361370717,321.0,8544.0,196549.0,91.25414800643921
